id_plafond,tanggal_penetapan,jumlah_plafond,keterangan,createdAt,updatedAt
PL001,2023-01-08,80000000.00,Plafond pertama,2023-01-08T08:05:04.000Z,2024-11-28T03:12:05.000Z
